year,ISO_code,Countries and territories,region,hf_score,hf_rank,hf_quartile,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government_soa,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank
2017,MYS,Malaysia,South Asia,6.52,106,3,3.3,5.6,5.5,5.4,9.2,5,10.0,10,10.0,10.0,9.0,10.0,-,-,5,7.5,8.5,0,5,10,5.0,-,-,2.5,6.9,2.4,3.9,7.5,2.5,-,-,2.5,-,-,2.5,-,-,5,4,10.0,10.0,1.3,3.8,7.5,7.5,7.5,6.8,7,0,0,0,0,2.3,5.7,134,6.5,8.9,4,9,9,9.0,3.9,6.4,6.4,6.6,7.5,8.3,6.7,5,8.6,7.5,6.3,0.6,5.6,4.4,9.3,9.2,10,8.2,9.8,8.9,4.6,7.8,6.6,8.5,7.6,10.0,6.7,0.8,10,5.8,7.8,10,8.9,10,9.6,10.0,6.5,7.5,10,4.2,10,8.0,6.5,10.0,9.4,6,10,7.9,8.3,8.7,7.34,52
2017,MNG,Mongolia,East Asia,7.61,46,2,4.8,5.3,5,5.3,7.5,10,10.0,10,10.0,10.0,10.0,10.0,-,-,10,10.0,9.2,10,5,10,8.3,-,-,10,9,6.7,8.6,10,10,-,-,10,-,-,2.5,-,-,10,8.5,10.0,10.0,5.7,7.0,10,10,5,8.2,7,10,10,10,7.5,8.2,7.79,49,5.8,7.6,10,10,8,9.0,6.9,7.9,3.1,3.6,4.4,8.3,6.7,6.3,9.1,5.3,6.7,1.0,5.8,8.7,8.5,9.2,10,9.1,8.8,9,9.1,8.9,5,2.6,3.8,10.0,4.6,5.4,2.5,4.2,6.7,-,8.9,10,9.4,10.0,4.5,8.1,6,9.3,3,6.8,3.5,6.7,9.6,2.9,8.7,8.5,6.7,7.6,7.43,45
2017,MWI,Malawi,Sub-Saharan Africa,6.6,99,3,4.4,5.4,4.3,4.9,9.3,10,10.0,7.5,10.0,10.0,9.5,10.0,-,-,5,7.5,8.8,10,10,2.5,7.5,-,-,-,9.4,7.6,8.5,-,-,-,-,-,-,-,-,-,-,-,-,10.0,10.0,5.0,6.3,-,-,-,7.8,10,0,0,0,7.5,5.8,7.13,73,7.5,9.8,0,7,4,5.5,6.9,5.9,5,3.6,5.1,5.8,4.2,2.3,8.6,4.7,4.4,1.0,4.7,7.2,8.0,7.7,5,7.0,8.5,7.5,5.8,7.3,5.7,5,5.4,9.0,6,1.5,7.1,4.9,6.6,10,0.0,6,5.3,4.4,4.4,6.6,10,5.7,10,6.9,4.4,3.1,8.4,2.8,8.4,8.0,5.9,6.0,6.06,131
2017,LUX,Luxembourg,Western Europe,8.56,6,1,-,-,-,8.0,9.9,10,10.0,-,10.0,10.0,10.0,10.0,-,-,10,10.0,10.0,10,10,10,10.0,-,-,10,9.6,7.9,9.1,10,10,-,-,10,-,-,10,-,-,10,10,10.0,10.0,9.0,8.8,10,10,10,9.7,7,10,10,10,10,9.0,9.26,5,1.4,4.3,7,6,6,6.0,8.5,5.4,8.7,7.3,8.8,10.0,10,7.5,6.2,8.6,8.1,1.0,8.3,8.4,9.4,9.7,10,9.4,9,9,6.7,8.2,6.8,10,8.4,10.0,8.3,3.8,7.7,6.6,8.3,8,10.0,10,9.3,2.2,4.7,6.8,6,8.5,10,6.4,5.6,7.1,9.4,7.8,8.4,9.4,7.9,7.9,7.86,17
2017,LTU,Lithuania,Eastern Europe,8.32,22,1,-,-,-,6.8,8.2,10,10.0,10,10.0,10.0,10.0,10.0,-,-,10,10.0,9.4,10,10,10,10.0,-,-,10,9,6.4,8.5,10,10,-,-,10,-,-,10,-,-,10,10,10.0,10.0,8.0,8.5,10,10,10,9.5,10,10,10,10,7.5,9.2,8.76,25,5.7,6.4,8,10,4,7.0,9.8,7.4,5.4,3.8,5.7,8.3,6.7,6.2,9.7,6.5,6.8,1.0,6.6,8.2,9.4,9.3,10,9.2,9,9,6.7,8.2,5.7,9.8,7.7,10.0,5.8,6.9,7.7,6.8,8.2,10,10.0,9,9.7,8.3,4,8.3,8,8.5,3,6.7,3.4,10.0,9.8,4.9,9.7,8.9,7.8,8.0,7.88,16
2017,LBY,Libya,Middle East & North Africa,4.64,156,4,-,-,-,2.3,9.0,10,0.0,0,0.0,4.6,2.9,10.0,-,-,7.5,8.8,6.9,5,5,7.5,5.8,-,-,7.5,7.5,5.8,6.9,2.5,2.5,-,-,2.5,-,-,2.5,-,-,2.5,2.5,10.0,10.0,2.7,1.3,7.5,7.5,5,6.3,-,0,0,0,7.5,3.8,4.83,151,0.0,-,0,10,9,9.5,5.1,3.7,3.4,2.4,3.3,5.0,6.7,3.6,-,4.7,2.5,0.8,3.6,7.1,4.6,4.3,10,6.5,-,-,-,-,5.8,4.3,5.0,0.0,5,0.8,0.3,2.0,2.3,-,10.0,7,8.5,7.2,4.3,6.7,8,4.4,10,6.8,4.3,0.0,8.6,3.1,-,0.0,3.2,6.2,4.45,161
2017,LBR,Liberia,Sub-Saharan Africa,6.35,113,3,2.5,4.3,3.1,3.8,8.7,10,10.0,7.5,10.0,10.0,9.5,5.0,-,-,5,5.0,7.7,5,10,10,8.3,-,-,-,9.4,9,9.2,-,-,-,-,-,-,-,-,-,-,-,-,10.0,10.0,4.3,4.5,-,-,-,7.2,-,0,0,0,2.5,1.3,6.13,118,8.7,8.6,4,9,7,8.0,6.7,7.2,4,4.0,4.6,5.0,3.3,2.9,4.6,4.4,5.2,1.0,4.2,9.7,8.9,7.5,10,9.0,6.4,8,7,7.1,4.7,0,2.3,10.0,5.8,8.5,1.8,5.3,6.2,8,0.0,9,5.7,6.7,4.5,5.9,8,3.1,10,6.4,4.6,3.3,9.3,3.8,9.4,8.4,6.5,6.2,6.56,105
2017,LSO,Lesotho,Sub-Saharan Africa,6.54,104,3,-,-,-,4.7,0.0,10,10.0,7.5,10.0,10.0,9.5,10.0,-,-,5,7.5,5.7,10,10,10,10.0,-,-,-,9.7,8.8,9.2,-,-,-,-,-,-,-,-,-,-,-,-,10.0,10.0,5.7,4.5,-,-,-,7.5,0,10,10,10,5,5.0,6.57,94,2.7,9.1,0,8,8,8.0,7.9,5.6,4.5,4.1,4.3,5.6,-,3.9,6.6,7.5,9,0.9,5.4,8.8,8.2,8.9,5,7.7,2.5,8.5,5.7,5.5,3.5,9.8,6.7,10.0,4.2,1.5,5.1,3.6,6.4,10,10.0,9,9.7,6.7,4.2,4.3,8,6.5,10,6.6,4.7,4.4,9.0,3.1,7.9,6.3,5.9,7.4,6.5,109
2017,LBN,Lebanon,Middle East & North Africa,6.74,88,3,2.9,4.7,3.7,4.3,8.4,5,6.2,2.5,9.1,8.4,6.2,10.0,-,-,2.5,6.3,7.0,10,10,10,10.0,-,-,7.5,7.9,6,7.2,10,10,-,-,7.5,-,-,7.5,-,-,10,9,10.0,10.0,3.3,4.8,10,10,10,8.3,-,0,10,5,0,2.5,6.52,99,8.2,8,10,10,8,9.0,6.5,8.4,3.4,2.9,5.3,3.3,6.7,3.2,7.3,4.3,4.5,0.7,3.8,9.8,9.4,9.1,10,9.6,9.1,8.8,5,7.6,5,3.1,4.1,10.0,5,1.5,9.3,5.3,6.8,10,0.0,10,6.7,5.6,4.9,6.5,8,10,10,7.5,3.2,0.4,9.0,2.4,6.4,8.0,4.9,6.4,6.97,75
2017,LVA,Latvia,Eastern Europe,8.29,23,1,-,-,-,6.7,8.7,10,10.0,10,10.0,10.0,10.0,10.0,-,-,10,10.0,9.6,10,10,10,10.0,-,-,10,9.1,6.5,8.5,10,10,-,-,10,-,-,10,-,-,10,10,10.0,10.0,7.7,8.0,10,10,10,9.4,10,10,10,10,10,10.0,8.85,21,5.1,6.2,7,9,4,6.5,9.1,6.8,4.4,2.9,5.4,8.3,8.3,5.5,9,5.7,7,1.0,6.3,8.2,9.5,9.4,10,9.3,9,9,6.7,8.2,6.9,9.4,8.1,10.0,6.6,6.9,7.7,7.1,8.4,10,9.7,8,9.2,5.0,4.2,8.3,10,7.8,10,7.5,3.5,9.1,9.8,4,7.8,8.1,7.0,7.9,7.73,24
2017,MDG,Madagascar,Sub-Saharan Africa,6.32,115,3,2.1,3.9,3.6,3.6,6.9,10,10.0,7.5,10.0,10.0,9.5,10.0,-,-,7.5,8.8,8.4,10,10,2.5,7.5,-,-,5,9.3,8.3,7.5,7.5,2.5,-,-,5,-,-,5,-,-,7.5,5.5,10.0,10.0,3.7,4.3,10,10,10,8.3,-,10,10,10,2.5,6.3,6.51,101,8.1,9,4,10,7,8.5,8.2,7.6,2.3,4.0,3.6,1.7,4.2,3,5.1,5.3,3.8,0.6,3.0,7.7,9.5,8.3,5,7.6,8.4,7.7,7.3,7.8,1.9,5.1,3.5,10.0,5.4,0.8,10,5.4,6.7,10,7.2,5,7.4,0.0,3.8,6.2,8,7.1,1,4.4,3.4,3.3,9.4,2.5,7.8,7.9,5.7,5.8,6.14,126
2017,MNE,Montenegro,Eastern Europe,7.43,53,2,-,-,-,5.2,9.0,10,10.0,7.5,10.0,10.0,9.5,10.0,-,-,7.5,8.8,9.1,10,10,10,10.0,-,-,-,9,8.8,8.9,-,-,-,-,-,-,-,-,-,-,-,-,10.0,10.0,5.7,5.3,-,-,-,7.7,7,10,10,10,10,9.0,8.03,45,5.9,-,4,10,4,7.0,6.8,5.9,4.5,4.3,5.2,6.3,-,4.8,7.6,5.2,5.9,0.8,4.9,8.8,9.3,9.5,5,8.1,7.8,9.2,7.9,8.3,5.8,9.2,7.5,10.0,5.6,6.9,8.1,6.9,8.2,10,0.0,10,6.7,6.7,4.7,6.9,10,7.8,10,7.7,4.6,7.1,9.6,4.3,8.4,6.6,6.8,7.0,6.84,83
2017,MAR,Morocco,Middle East & North Africa,6.18,125,4,2.1,5.4,3.7,4.2,9.2,10,10.0,5,10.0,10.0,9.0,10.0,-,-,0,5.0,7.7,10,10,7.5,9.2,-,-,2.5,8.1,2.7,4.4,7.5,2.5,-,-,2.5,-,-,5,-,-,7.5,5,10.0,8.9,2.3,3.8,10,7.5,7.5,7.1,-,0,0,0,2.5,1.3,5.68,135,4.5,7.3,8,5,3,4.0,7.3,6.2,4.7,4.6,6.4,6.7,6.7,5,7.5,7.6,6.9,0.8,5.6,9.6,9.7,9.8,0,7.3,9.3,7.7,3.5,6.8,5.2,7.8,6.5,10.0,6.7,0.8,7.4,5.0,7.1,8,8.4,10,8.8,1.1,3.9,7.4,8,5.3,10,5.9,4.9,5.8,9.7,4.3,9.5,8.3,7.1,7.3,6.69,92
2017,MOZ,Mozambique,Sub-Saharan Africa,6.24,120,3,-,-,-,3.6,8.6,10,10.0,5,9.8,9.9,8.9,10.0,-,-,7.5,8.8,8.8,10,10,10,10.0,-,-,5,9.3,9.4,7.9,5,2.5,-,-,0,-,-,2.5,-,-,2.5,2.5,10.0,10.0,6.0,4.8,7.5,7.5,7.5,7.6,10,10,10,10,10,10.0,6.89,84,3.8,9.5,2,7,5,6.0,5.8,5.4,2.9,2.8,4.3,6.7,5,1.8,7.5,3,4,1.0,4.1,7.7,8.1,7.0,5,6.9,9.1,8,7.1,8.1,4.4,7.4,5.9,10.0,5.6,0,0.9,2.2,6.5,10,0.0,9,6.3,3.3,3.8,5.3,6,0,0,3.1,3.5,2.4,8.2,2.7,9,7.8,5.6,5.0,5.6,149
2017,PHL,Philippines,South Asia,6.88,76,2,2.2,4.7,3.1,3.4,6.6,5,4.8,2.5,8.4,8.7,5.9,10.0,-,-,5,7.5,6.7,10,10,2.5,7.5,-,-,10,8.1,7.4,8.5,7.5,7.5,-,-,7.5,-,-,10,-,-,7.5,8,9.0,10.0,5.3,5.0,10,10,10,8.5,10,10,10,10,0,6.7,6.44,103,7.8,9.1,10,7,7,7.0,7.5,8.3,3.8,3.4,5.6,3.3,4.2,3.1,7.9,3.7,4.3,0.9,4.2,9.2,9.4,9.4,10,9.5,7.3,8.7,7.3,7.8,5.9,5.1,5.5,10.0,5.4,0.8,10,5.4,7.2,8,9.7,10,9.2,7.8,4.8,6.5,10,2.5,10,6.9,3.3,4.7,8.8,2.8,8.9,8.0,6.1,7.4,7.32,53
2017,PER,Peru,Latin America & the Caribbean,7.55,49,2,6.2,4.4,3.6,4.7,6.9,10,10.0,7.5,9.9,10.0,9.5,10.0,-,-,7.5,8.8,8.4,10,10,10,10.0,-,-,10,9.3,5.4,8.2,10,7.5,-,-,10,-,-,7.5,-,-,10,9,10.0,10.0,5.3,5.3,10,10,10,8.7,10,10,10,10,2.5,7.5,7.61,55,6.7,9.6,7,8,3,5.5,8.9,7.5,3.2,2.5,4.4,7.5,5,5.1,8.8,2.7,3.5,1.0,4.7,9.8,9.6,9.4,10,9.7,9.7,9.5,8.4,9.2,5.8,5.8,5.8,10.0,6.6,8.5,9,8.0,8.2,8,8.6,9,8.5,3.9,3,7.7,10,7,10,6.9,2.3,7.8,9.1,3.1,7.9,7.1,6.2,7.2,7.49,42
2017,PRY,Paraguay,Latin America & the Caribbean,6.9,73,2,-,-,-,4.1,6.4,10,10.0,5,9.8,10.0,9.0,10.0,-,-,5,7.5,7.6,10,10,10,10.0,-,-,7.5,9.6,7.5,8.2,7.5,10,-,-,5,-,-,7.5,-,-,7.5,7.5,5.1,10.0,4.7,4.0,10,10,10,7.7,0,10,10,10,5,5.0,6.78,87,7.5,8.8,8,10,7,8.5,8.7,8.3,1.7,2.4,4.7,2.5,3.3,4.1,8.5,2.9,4.7,1.0,3.9,9.5,9.0,9.3,10,9.4,9,8,6.8,8,5.5,6,5.7,10.0,6.2,3.8,6.7,5.6,7.3,8,9.8,9,8.9,4.4,3.8,6.9,6,2.6,1,4.1,4,4.7,8.5,2.5,8.9,5.8,5.7,6.2,7.03,72
2017,PNG,Papua_New_Guinea,Oceania,6.6,99,3,-,-,-,3.9,6.0,10,10.0,7.5,10.0,9.9,9.5,10.0,-,-,5,7.5,7.7,10,10,10,10.0,-,-,-,8.6,7.5,8.1,-,-,-,-,-,-,-,-,-,-,-,-,10.0,10.0,7.7,6.8,-,-,-,8.6,-,0,10,5,5,5.0,6.84,85,3.3,7.7,8,5,5,5.0,6.5,6.1,4.3,4.1,4.1,7.5,5,1,6.9,5.6,3,0.8,4.2,9.5,7.5,8.9,0,6.5,6.6,9.1,6.1,7.3,6.1,4.1,5.1,10.0,6,7.7,7.1,6.9,7.3,10,5.1,10,8.4,7.8,-,-,10,7,10,8.7,-,3.6,8.5,3.2,7.4,7.7,6.1,7.7,6.36,115
2017,PAN,Panama,Latin America & the Caribbean,7.69,44,2,5.1,4.8,3.3,4.4,6.1,10,10.0,10,10.0,10.0,10.0,10.0,-,-,10,10.0,8.7,10,10,10,10.0,-,-,10,9,6.1,8.4,10,10,-,-,7.5,-,-,7.5,-,-,7.5,8.5,10.0,10.0,4.3,6.3,10,10,10,8.7,7,10,10,10,10,9.0,7.72,51,6.5,8.6,10,9,4,6.5,7.8,7.9,2.8,3.2,6.1,8.3,5,2.7,8.8,5.5,5.3,1.0,5.2,9.7,9.5,9.8,10,9.7,8.9,8.6,5.9,7.8,6.2,8.9,7.6,10.0,7.7,10,10,9.2,8.7,8,9.3,10,9.1,2.2,3.8,6,4,4.1,10,5.0,4.1,6.7,9.8,3.7,9.2,5.4,6.5,6.9,7.66,31
2017,PAK,Pakistan,South Asia,5.69,140,4,1.9,3.7,3.8,3.5,8.3,0,9.0,2.5,8.2,7.9,5.5,10.0,-,-,0,5.0,6.3,10,0,2.5,4.2,-,-,2.5,6,3.7,4,7.5,7.5,-,-,10,-,-,10,-,-,10,9,9.5,9.9,3.7,2.5,10,7.5,7.5,7.2,10,0,10,5,2.5,5.8,5.47,140,8.2,9.2,4,8,8,8.0,5.7,7.0,4.5,4.3,4.6,2.5,5,3.7,6.4,4.2,3.6,0.7,3.6,8.6,8.9,9.2,0,6.7,7.9,7.6,5.9,7.1,4.9,3.3,4.1,10.0,4.9,0.8,0.8,2.2,5.8,8,6.3,10,8.1,1.1,4.9,5.2,6,2.6,10,5.0,4.4,5.3,9.4,3.7,6.6,6.7,6.0,6.4,5.91,136
2017,OMN,Oman,Middle East & North Africa,5.98,134,4,-,-,-,5.9,9.8,10,10.0,7.5,10.0,10.0,9.5,10.0,-,-,0,5.0,8.1,10,0,2.5,4.2,-,-,2.5,8.9,3.7,5,2.5,2.5,-,-,0,-,-,5,-,-,2.5,2.5,10.0,10.0,1.7,3.3,5,2.5,5,5.3,-,0,0,0,0,0.0,5.2,147,0.2,8.1,0,10,10,10.0,3.9,4.4,7,6.0,7.6,8.3,8.3,5,8.1,8.8,8.8,0.6,6.2,9.4,5.9,9.7,10,8.7,9.6,8.9,5,7.9,6.1,7.6,6.8,10.0,5.3,5.4,7.3,6.0,7.7,10,0.9,9,6.6,7.8,4.5,7.1,2,-,10,6.3,5.2,6.2,9.8,6,8.1,9.2,7.4,6.8,6.76,89
2017,NOR,Norway,Western Europe,8.44,17,1,8.9,8.5,8.3,8.6,9.8,10,10.0,10,10.0,10.0,10.0,10.0,-,-,10,10.0,9.9,10,10,10,10.0,-,-,7.5,8.6,6.1,7.4,10,10,-,-,10,-,-,10,-,-,10,10,10.0,10.0,9.3,9.3,10,10,10,9.8,10,10,10,10,7.5,9.2,9.26,6,1.5,4.6,7,6,3,4.5,7,4.9,8.8,6.5,8.3,10.0,10,6.8,9.1,8.6,8.2,1.0,8.5,9.6,9.0,9.6,10,9.6,9.9,8.8,0,6.2,5.6,9.9,7.7,10.0,6.7,4.6,7.7,6.3,7.6,10,10.0,8,9.3,7.2,4.3,4.7,6,10,0,5.4,4.9,7.8,9.8,7.7,9.1,9.1,8.1,7.6,7.62,32
2017,MKD,North_Macedonia,Eastern Europe,7.34,56,2,4.1,5.6,4.7,5.0,9.4,10,10.0,5,10.0,10.0,9.0,10.0,-,-,7.5,8.8,9.1,10,5,10,8.3,-,-,10,8.7,6.3,8.3,7.5,7.5,-,-,5,-,-,10,-,-,10,8,10.0,10.0,3.7,3.8,10,10,7.5,7.8,7,10,10,10,10,9.0,7.66,54,6.3,4.6,7,10,7,8.5,7.3,6.7,2.2,2.1,4.1,5.6,-,3.9,8.4,4.1,5.7,0.9,4.3,8.6,9.3,9.7,5,8.1,9.6,8.6,6.5,8.3,5.2,9.6,7.4,10.0,6.1,3.1,8.5,5.9,7.9,10,9.1,10,9.7,6.1,4.5,5.5,8,7.8,10,7.0,3.1,8.4,9.5,5,9.4,8.7,7.4,8.0,7.02,73
2017,NGA,Nigeria,Sub-Saharan Africa,6.38,112,3,3.3,5,4.2,4.3,6.1,10,6.7,2.5,6.8,8.9,7.0,8.2,-,-,2.5,5.4,6.1,10,5,2.5,5.8,-,-,10,6.5,5.5,7.3,7.5,7.5,-,-,10,-,-,10,-,-,10,9,9.8,9.9,5.3,4.5,10,10,7.5,8.2,-,0,0,0,5,2.5,5.9,128,10.0,9.9,10,9,5,7.0,6.1,8.6,4,2.9,4.6,3.3,3.3,4.8,4.8,3.2,3.4,0.7,3.3,9.0,8.6,6.7,10,8.6,-,7.6,6.9,7.2,6.1,0,3.1,9.4,6.5,5.4,2,4.6,6.1,10,7.0,10,9.0,10.0,6.1,7.4,10,10,10,8.9,2.9,2.0,9.3,2.4,9.2,6.2,5.3,7.8,6.86,81
2017,NER,Niger,Sub-Saharan Africa,5.87,136,4,-,-,-,4.1,8.2,10,6.8,2.5,7.7,9.3,7.3,9.8,-,-,0,4.9,6.8,5,10,10,8.3,-,-,7.5,9.3,6.6,7.8,5,5,-,-,5,-,-,7.5,-,-,5,5.5,10.0,9.5,4.7,5.3,2.5,2.5,2.5,5.3,-,10,10,10,0,5.0,5.92,125,6.1,9.8,4,7,3,5.0,6.2,6.2,5.4,4.4,4.1,3.3,3.3,4.4,7.3,-,-,0.6,3.7,9.4,9.5,9.4,0,7.1,3.8,7.6,7,6.1,5.1,4.4,4.7,10.0,-,0.8,2.1,1.4,5.6,10,7.9,5,7.6,1.7,-,-,8,7.4,0,4.3,-,4.9,9.7,-,9.4,7.0,7.7,6.5,5.83,142
2017,NIC,Nicaragua,Latin America & the Caribbean,6.86,77,2,4,3.9,3.4,3.8,7.1,10,10.0,7.5,10.0,10.0,9.5,10.0,-,-,10,10.0,8.9,10,10,10,10.0,-,-,7.5,9.7,6.6,7.9,5,2.5,-,-,2.5,-,-,2.5,-,-,7.5,4,10.0,10.0,5.3,4.0,7.5,5,7.5,7.0,0,10,10,10,10,6.7,6.72,89,6.5,10,6,8,4,6.0,4.7,6.6,1,1.9,4.2,4.2,5.8,5.1,7,5.2,6.4,1.0,4.4,8.3,9.1,9.2,10,9.1,9.6,8.9,7,8.5,5,6.1,5.5,10.0,6.3,5.4,10,7.2,7.8,10,9.4,9,9.5,6.7,5.1,5.7,2,6.3,10,6.0,3.3,4.0,8.9,2.5,7.2,7.7,5.6,7.0,7.01,74
2017,NZL,New_Zealand,Oceania,8.88,1,1,8.4,7.9,7.4,7.9,9.7,10,10.0,10,10.0,10.0,10.0,10.0,-,-,10,10.0,9.9,10,10,10,10.0,-,-,10,9.3,9.9,9.7,10,10,-,-,10,-,-,10,-,-,10,10,10.0,10.0,8.7,8.0,10,10,10,9.5,7,10,10,10,10,9.0,9.27,3,5.1,6.4,8,7,7,7.0,6.8,6.6,9.2,7.3,8.6,10.0,9.2,7.2,9.9,8.9,7.2,1.0,8.6,9.0,9.4,9.6,10,9.5,8.8,9.6,9,9.1,7.5,8.7,8.1,10.0,6.9,6.9,7.7,7.2,8.6,10,10.0,10,10.0,8.9,5.9,7.8,10,10,10,8.8,5.6,9.8,10.0,8.6,9.4,8.4,8.6,9.1,8.5,3
2017,NLD,Netherlands,Western Europe,8.5,11,1,8.9,8.7,8,8.5,9.7,10,10.0,10,10.0,10.0,10.0,10.0,-,-,10,10.0,9.9,10,10,10,10.0,-,-,10,8.4,8.2,8.9,10,10,-,-,10,-,-,10,-,-,10,10,10.0,10.0,9.3,8.8,10,10,10,9.7,7,10,10,10,7.5,8.2,9.28,2,1.3,3.8,8,2,2,2.0,6.6,4.3,9,7.2,8.6,10.0,10,5.1,7.9,8.4,6.8,1.0,8.1,8.2,9.8,9.7,10,9.4,9,9,6.7,8.2,7.1,10,8.5,10.0,7.4,8.5,7.7,7.9,8.7,5,10.0,10,8.3,6.7,5.7,5.2,10,7.5,10,7.5,5.6,9.6,9.8,8.1,8.3,8.7,8.3,8.1,7.72,25
2017,NPL,Nepal,South Asia,6.51,107,3,3.4,4.7,4.3,4.3,9.1,10,10.0,7.5,10.0,9.4,9.4,10.0,-,-,7.5,8.8,9.1,10,5,10,8.3,-,-,2.5,7.6,5.5,5.2,7.5,7.5,-,-,5,-,-,2.5,-,-,2.5,5,10.0,10.0,4.7,4.8,5,7.5,5,6.7,10,10,10,10,0,6.7,6.53,98,8.0,9.2,7,7,7,7.0,4.9,7.2,4.5,3.6,5.2,4.5,-,3.4,8.3,5.3,5.3,0.8,4.5,8.7,9.3,9.3,0,6.8,5,7.6,5.5,6,5.5,6.2,5.9,10.0,3.9,0,10,4.6,6.6,8,10.0,10,9.3,6.7,3.6,5.5,10,2.6,10,6.4,3.7,5.1,9.2,2.9,9,6.0,6.0,7.2,6.49,110
2017,NAM,Namibia,Sub-Saharan Africa,6.75,87,3,-,-,-,5.6,3.1,10,10.0,7.5,10.0,10.0,9.5,10.0,-,-,7.5,8.8,7.1,10,10,2.5,7.5,-,-,7.5,9.8,8.9,8.7,7.5,7.5,-,-,7.5,-,-,7.5,-,-,5,7,10.0,10.0,7.0,6.8,-,-,7.5,8.3,7,0,10,5,7.5,6.5,6.97,80,4.0,8.7,4,6,6,6.0,5.8,5.7,7.1,5.8,7,10.0,8.3,4.8,4.6,5.5,4.8,1.0,6.4,8.6,8.5,8.8,0,6.5,4.5,8.5,5.7,6.2,5.7,5.3,5.5,10.0,6.2,0.8,5.8,4.2,6.5,10,6.4,10,8.8,10.0,4.5,6.3,10,8.3,10,8.2,4.8,4.0,7.8,4.2,8.3,6.6,6.0,7.7,6.53,106
2017,MMR,Myanmar,South Asia,5.44,148,4,1.5,3.7,2.9,3.0,9.1,5,6.9,5,8.6,9.9,7.1,10.0,-,-,7.5,8.8,8.3,0,0,2.5,0.8,-,-,7.5,6.9,4.7,6.3,7.5,7.5,-,-,5,-,-,7.5,-,-,7.5,7,9.4,9.4,2.3,2.8,10,10,10,7.7,0,0,10,5,2.5,2.5,5.26,144,3.8,9.9,7,9,9,9.0,4.3,6.8,2.7,3.9,3.4,2.5,5,1.9,7,-,3.9,0.9,3.6,8.1,9.5,9.1,0,6.7,9.2,8.7,7.3,8.4,-,0.9,0.9,10.0,3.9,0.8,0,1.5,5.2,0,8.0,10,6.0,7.8,-,-,8,4,0,4.9,-,5.3,9.3,2.2,9.4,6.8,6.6,5.9,5.63,148
2017,QAT,Qatar,Middle East & North Africa,6.15,127,4,-,-,-,6.3,9.8,10,10.0,10,10.0,10.0,10.0,10.0,-,-,0,5.0,8.3,5,0,0,1.7,-,-,2.5,8.6,3,4.7,0,2.5,-,-,0,-,-,0,-,-,10,2.5,10.0,10.0,3.0,3.3,7.5,7.5,7.5,7.0,-,0,0,0,0,0.0,5.24,145,0.0,9.6,6,10,10,10.0,2.8,5.7,6.7,6.7,7.1,6.7,8.3,4.9,9.7,8.1,9,0.6,6.1,8.9,5.2,9.9,10,8.5,9.3,9,6.4,8.3,6.6,7.5,7.0,10.0,5.8,4.6,4.1,4.9,7.5,5,10.0,9,8.0,10.0,6.4,7.5,4,4.8,5,6.3,5.7,5.6,9.7,8.2,10,9.5,8.1,7.5,7.07,69
